"Park_Code","Title","Duration","Short_Description","Image_URL","Record_Type"
"chch","Chickamauga Battlefield Auto Tour","45","Throughout this tour, you will see monuments and memorials honoring those who fought here. You may also notice tablets, blue for US and red for Confederate, that describe the soldiers' actions; they date from around 1890. You can reach the major points of interest on the seven-mile auto tour. Most stops follow the battle's final day, September 20, 1863.","https://www.nps.gov/common/uploads/tours/8F391452-E2F9-C60D-9C207B0B0E63EA7C.jpg","Tour"
"chch","Orchard Knob Walking Tour","30","This walking tour will allow you to experience the assault on Orchard Knob, the first engagement of the Battles for Chattanooga, that took place on November 23, 1863. Please be aware that you will need to walk to the top of Orchard Knob for the majority of this tour. The route is paved, but we encourage you to watch your footing.","https://www.nps.gov/common/uploads/tours/915BBA7E-D5D2-9B3A-48BF6B76C78211D9.jpg","Tour"
"chch","Point Park Walking Tour","30","Point Park, part of Lookout Mountain Battlefield, has six points of interested located inside. There is an entrance fee to Point Park.","https://www.nps.gov/common/uploads/tours/D0D978DE-ACF6-18C6-65E98A0AFC26E761.jpg","Tour"
"chir","Picnicking","","Bring a box lunch and relax in nature. Bonita Creek, Faraway Ranch, and Massai Point have accessible picnic areas with multiple tables and covered options. All parking lots have restroom and trash facilities. Picnic areas do not provide any grill or fire facilities. Campground tables are restricted to overnight campers with reservations.","https://www.nps.gov/common/uploads/cropped_image/A2F0028E-D27B-B35D-E84D481AC8AA9409.jpg","Thing To Do"
"chis","Anacapa Island: Self-Guided Tour","1","There are two possible routes for this tour. Both routes begin at the visitor center. You may take the lower trail located in front of the buildings, which leads to Cathedral Cove. Or you may take the upper trail located behind the buildings, which leads to Pinniped Point. Both routes cover the same information. For variety, we recommend you take the opposite route back.","https://www.nps.gov/common/uploads/tours/AA0B7E17-C77D-F595-B66603AEAB5DDD1D.jpg","Tour"
"chis","Mainland Visitor Center: Native Plant Garden Tour—Guide to Island Chumash Plant Usage","30","The Native Plant Garden includes some of the important plants used by the island Chumash. Each trail station includes a brief discussion of these plants and the uses made of them by the Chumash. Stations along the trail are marked by numbered tiles and decorated with a brown Chumash symbol.","https://www.nps.gov/common/uploads/tours/A41586B5-D258-7C2E-62FBEC1FE9D69FB8.jpg","Tour"
"chis","Mainland Visitor Center: Native Plant Garden Tour—Guide to Island Plant Adaptations","30","A fascinating variety of plants can be found in California’s Channel Islands National Park. The distance and isolation of the islands from the mainland has allowed plants and animals to develop into unique island forms. Trail stops describing these unique plants and adaptations are marked by numbered posts and decorated with a leaf shape.","https://www.nps.gov/common/uploads/tours/A917A4B3-F024-DA42-128ADE1E04C63BF7.jpg","Tour"
"choh","Hike Along the Towpath Through the Paw Paw Tunnel","1-2 Minutes","Walk through the 3,118-foot Paw Paw Tunnel, a significant engineering feature along Mile 155 of the C&O Canal towpath. ","https://www.nps.gov/common/uploads/cropped_image/2F1A08AB-9CA4-2103-B205E68C6441B102.jpg","Thing To Do"
"choh","Multi-Park Loop","","Park your car and stretch your legs! Visit four different National Parks in Washington, DC and begin logging miles on seven different National Historic or National Scenic trails!","https://www.nps.gov/common/uploads/cropped_image/EB3038DE-0A15-2EE3-12C74EDC37AC4A92.jpg","Thing To Do"
"choh","Skiing and Snowshoeing the C&O Canal Towpath","","During the winter months, the C&O Canal may accumulate enough snow for winter activities like skiing and snowshoeing. Visitors can step out onto the towpath and enjoy a short or multi-mile journey along the historic canal","https://www.nps.gov/common/uploads/cropped_image/0A4D14A4-EDD2-F5B6-0399A5E34D527EB0.jpg","Thing To Do"
"choh","Take a Boat Ride on the Canal","1-1 Hours","Today, visitors can enjoy life on the canal during a free replica canal launch boat program at Williamsport. During the late 19th and early 20th century, 30-foot battery and steam powered launch boats traveled the canal for leisure and business.","https://www.nps.gov/common/uploads/cropped_image/DC280417-1DD8-B71B-0B52F60E641C1C2A.jpg","Thing To Do"
"choh","Wildlife Watching - Oldtown C&O Canal","2-4 Hours","Head down the C&O Canal NHP towpath in Oldtown, Maryland into a rare ecosystem mirroring that of the West. Spot a variety of wildlife and dragonfly species in this secluded hotspot. ","https://www.nps.gov/common/uploads/cropped_image/34E7526B-ECA9-EA8F-BF6BDF7408E4099A.jpg","Thing To Do"
"chri","Fort Christiansvaern Self Guided Tour","20","Transport yourself back to the late 18th century and discover the untold story of the Danish West Indies at Fort Christiansvaern.","https://www.nps.gov/common/uploads/tours/B068A7F5-9D5E-BEB7-A1D67D7CFBD5AAC1.jpg","Tour"
"chyo","Watch ""A Triumph of Tragedy: The Life of Charles Young""","10 Minutes","Learn about the life and legacy of General Charles Young while viewing our 10 minute film. This is the park's official introductory film.","https://www.nps.gov/common/uploads/cropped_image/694F2B6B-AEDD-7999-885547DFF79F28EE.jpg","Thing To Do"
"cibs","Carlisle Federal Indian Boarding School National Monument Self-Guided Tour","30","A walking tour of the grounds of Carlisle Federal Indian Board School National Monument.","https://www.nps.gov/common/uploads/tours/03B1596A-F8B7-6C84-738EE6D7F8CF4308.jpg","Tour"
"ciro","Back Yard Boulders in Castle Rocks State Park","1","Castle Rock is the centerpiece of this 2-mile loop trail. It features impressive rocks as well as archaeological sites such as the Shock and Awe Shelter and pictographs. In spring hikers may encounter many species of wildflowers and experience the arrival of migratory birds. In autumn, hikers are treated to the colorful foliage of aspen, chokecherry, and willow. Signs and numbered markers are strategically located to help you find the route.","https://www.nps.gov/common/uploads/tours/614641F3-B6DD-CE78-23F15570A7CD1C97.jpeg","Tour"
"ciro","Creekside Towers Trail","1","Creekside Towers is an out-and-back 1.2-mile trail, nearby trails (such as Stairways and South Fork Circle Creek trails) could make for a longer and more adventurous loop. The trail’s gentle grade of 122 feet relative elevation is suitable for families with children or anyone looking for an easier hike in the Reserve. In spring and early summer enjoy the running creek and small cascading waterfall. Outstanding scenery, sculpted granite pinnacles, and a diversity of plants and animals await you.","https://www.nps.gov/common/uploads/tours/F8C5E824-03DE-3755-270781965355C0A2.jpg","Tour"
"ciro","Geological Interpretive Trail","1","A self-guided journey to discovering the geology at City of Rocks National Reserve. The 1 mile Geological Interpretive Trail is the perfect short hike to: - see fascinating geological formations up close - examine the difference between the Green Creek Complex and Almo Pluton - learn about the geologic history of this landscape Check out Intro 1, 2, and 3 on your way to the first station.","https://www.nps.gov/common/uploads/tours/9A9730B8-B5AF-3DFC-769735ADC7A6D7D4.jpg","Tour"
"colm","Accessible Visit to Colorado National Monument","2-4 Hours","Explore accessible ways to visit Colorado National Monument, from visitor center features to short trails to overlooks into the canyons.","https://www.nps.gov/common/uploads/cropped_image/3D17F4C0-98FD-8399-917134B5639E1FF8.jpg","Thing To Do"
"colm","Hiking in Colorado National Monument","15-360 Minutes","Colorado National Monument trails offer a hike for everyone from 0.25 mile to over 14 miles, from flat accessible surfaces to rugged canyons.","https://www.nps.gov/common/uploads/cropped_image/BE442C5B-91A1-7585-62D323B4B1902D2F.jpg","Thing To Do"
"colm","Road Biking on Rim Rock Drive","2-5 Hours","Road biking the 23-mile Rim Rock Drive offers cyclists a challenging ride with stunning views.","https://www.nps.gov/common/uploads/cropped_image/15A7D8FE-F9EB-DB80-383A7AA477F1E997.jpg","Thing To Do"
"colm","Travel on Rim Rock Drive","2-4 Hours","For panoramic views of Colorado National Monument's canyons and rock monoliths, a trip along Rim Rock Drive is a must.","https://www.nps.gov/common/uploads/cropped_image/2002B209-D75D-8161-D8DE55EEF29CA5CD.jpg","Thing To Do"
"colo","Drive the Red Route of the Yorktown Battlefield Auto Tour","30-120 Minutes","Open year round until sunset, the Yorktown Battlefield Red Route Auto Tour is a 7 mile drive that takes visitors to the most important spots on the Yorktown Battlefield. Allow at least 45 minute to complete this tour. There are information waysides at each of the stops and along the route.","https://www.nps.gov/common/uploads/cropped_image/91787589-C79A-A109-A54AE16754EB0793.jpg","Thing To Do"
"colo","Drive the Yellow Route of the Yorktown Battlefield Auto Tour","30-120 Minutes","Open year round until sunset, the optional Yorktown Battlefield Yellow Route Auto Tour is a 9 mile drive that takes visitors through the Allied Encampment areas. . Allow at least 30 minute to complete this tour. There are information waysides at each of the stops and along the route.","https://www.nps.gov/common/uploads/cropped_image/C4CB2969-A877-06FF-F32C404987EBB2ED.jpeg","Thing To Do"
"cowp","Battlefield Tour","30","The walking trail is a 1.25-mile self-guided loop with exhibits that tell what happened in the general area. The trail begins behind the visitor center, to the left, on the pavement. This short paved segment ends at the Green River Road, the road that both the American and British armies used to get to the Cow Pens. Turn to the right onto the Green River Road. Then turn right again once coming to paved path. The trail goes by the Washington Light Infantry Monument on the way back to the Visitor Center.","https://www.nps.gov/common/uploads/tours/6DA2108A-F61B-8AF9-3943A73A087C943A.jpg","Tour"
"cuis","Dungeness Audio Tour","1","An audio tour through the Dungeness Historic District has nine stops and describes the island's rich human history spanning thousands of years.","https://www.nps.gov/common/uploads/tours/02628E72-B7AC-F683-A6C2163C4B6A5CFF.jpg","Tour"
"cuis","Nightingale Trail - A Walk through a Maritime Forest","1","Stroll through the maritime forest and experience the peacefulness as you learn about some of the plants that have adapted to live in this ecosystem.","https://www.nps.gov/common/uploads/tours/D1B71B54-9889-8EF3-C1FE3748201ACDFE.jpg","Tour"
"cuis","River Trail: Native Plant Uses","15","Take a hike along the River Trail and learn about the many plants American Indians used on the island.","https://www.nps.gov/common/uploads/tours/CA65980D-B45B-BFFC-8DABDDC0114D6A46.jpg","Tour"
"cure","Hike Pine Creek Trail","1-2 Hours","This trail follows Pine Creek as it cascades into the depths of the upper Black Canyon to Morrow Point Reservoir. It follows the old narrow gauge railroad bed along the reservoir.","https://www.nps.gov/common/uploads/cropped_image/3F0F2A2F-CE31-965A-BDB835AE2292BB93.jpg","Thing To Do"
"cuva","Ever-changing Boston Walking Tour","35","The village of Boston may look like it has not seen progress or change in years, yet the area has transformed repeatedly. Explore the pros and cons of progress. This walk is intended to be around 35 minutes in length, covering about a mile over roads and trails of flat terrain. Be aware that this walk uses current paths, trails and roadways, all adjacent to Boston Mills Road and an active railroad line. At times, noise may be an issue. Watch for cyclists along the Towpath Trail.","https://www.nps.gov/common/uploads/tours/4F83C10D-00F3-CF79-4B795A4ABDA6AF68.jpg","Tour"
"cuva","Go Mountain Biking in Cuyahoga Valley","20-60 Minutes","The East Rim Trail system has stunning views, varied terrain, exciting obstacles, and an element of adventure for intermediate mountain bikers.","https://www.nps.gov/common/uploads/cropped_image/37176521-A143-028D-CC2C53AC0A9BABF8.jpg","Thing To Do"
"cuva","Go Snowshoeing in the Cuyahoga Valley","","Snowshoeing is a great way to explore and exercise in Cuyahoga Valley National Park when the conditions are right. We recommend waiting for there to be at least four inches of packed snow on the trail.","https://www.nps.gov/common/uploads/cropped_image/10DCD6E0-E09C-0555-B650E4CAA0BFE5E9.jpg","Thing To Do"
"cuva","Hike the Brandywine Gorge Loop","1-2 Hours","The Brandywine Gorge Loop circles a deep ravine carved by Brandywine Creek, and provides stunning views of Brandywine Falls along the way. Learn more about hiking this popular trail.","https://www.nps.gov/common/uploads/cropped_image/92B0B19B-F15B-8DF7-3BAEB971B19869DA.jpg","Thing To Do"
"cuva","Native American Heritage Walking Tour","40","For thousands of years, Native peoples have lived, raised families, and created culture in the Cuyahoga Valley. This flat, unpaved walk is a little over two miles out and back on the Towpath Trail. It explores the remnants these peoples left on the land. Be aware: at times, nearby Canal Road can be noisy.","https://www.nps.gov/common/uploads/tours/78FE785D-0DE8-D888-895F64E1C55E7317.jpg","Tour"
"cuva","Ride the Cuyahoga Valley Scenic Railroad","","All aboard the Cuyahoga Valley Scenic Railroad! Learn more about this unique way to experience Cuyahoga Valley National Park.","https://www.nps.gov/common/uploads/cropped_image/A25D8BD0-E436-270B-176B6811184B4176.jpg","Thing To Do"
"cwdw","Collect all the National Capital Parks - East Passport Stamps","5-10 Minutes","Start your stamp collection and celebrate every park you visit! Explore historic sites and scenic parks managed by National Capital Parks - East and collect a unique stamp at each one.","https://www.nps.gov/common/uploads/cropped_image/08672F5E-F2EA-FB1F-D554059B400A0EDD.jpg","Thing To Do"
"cwdw","Junior Ranger Programs at National Capital Parks - East","30-90 Minutes","Become a Junior Ranger at parks across National Capital Parks – East! Explore, complete a booklet, and earn badges and certificates along the way!","https://www.nps.gov/common/uploads/cropped_image/DC76130F-EB19-5594-520EFD2DE76D1D8E.jpg","Thing To Do"
"cwdw","Watch an Artillery Demonstration at Fort Washington Park","15-90 Minutes","Ever wonder how Civil War cannons were fired? Visit the park the first Sunday of every month from May to November to watch the Fort Washington Guard demonstrate and explain the procedures used during the muzzle-loading era of American Artillery. ","https://www.nps.gov/common/uploads/cropped_image/89C4DC4E-1DD8-B71B-0BAC07ED10B9EE3F.jpg","Thing To Do"
"dena","Denali Highlights: From the Park Entrance to Savage River","2","This self-guided tour combines driving and walking, and calls out the main sights to see within the first 15 miles of the Denali Park Road. The best time of year to do this tour is summer (roughly May 20 to mid-September), although many of the sights are worthwhile before or after those dates. In winter, however, most of the park's sole road is closed, so the sled dog kennels are the farthest point you can easily reach.","https://www.nps.gov/common/uploads/tours/924C74FB-E9C4-DDA5-DF0D434D7C0FD279.jpg","Tour"
"deva","Golden Canyon Hike","1","Golden Canyon is one of the most popular hikes in Death Valley, and for a good reason- it is incredible! Walk between towering golden walls and learn about some of the many changes which have occurred over time in the area we now call Golden Canyon. This hike is an out and back, is slightly uphill on the way out, and is considered easy/medium difficulty. Make sure to take plenty of water and do not attempt during the heat of summer.","https://www.nps.gov/common/uploads/tours/76E7FE2E-BC91-5F12-A67244381F600971.jpg","Tour"
"deva","Highlights: 3 Hour Driving Tour","3","Learn about the powerful forces which have shaped Death Valley and some of the incredible plants and animals which call this extreme place home. This is a self-guided driving tour starting from Furnace Creek Visitor Center. Stops include: Badwater Basin, Artists Palette, Zabriskie Point, and Mesquite Flat Sand Dunes. Internet and cell service in Death Valley National Park are limited. To ensure the best visit possible, please download this tour prior to your arrival.","https://www.nps.gov/common/uploads/tours/2ADC1F9A-07A3-4E9E-829BE62A88B17C35.jpg","Tour"
"dewa","Biking on the McDade Recreational Trail","","Biking on the McDade Recreational Trail","https://www.nps.gov/common/uploads/cropped_image/5041AF81-D4CA-0CFB-C7B16D0827A08277.jpg","Thing To Do"
"dewa","Easy Hike Along Hornbecks Creek","","An easy, one-mile out and back hike along the Lower Hornbecks Creek will lead visitors to a small waterfall, but the waterfall is only part of the view! ","https://www.nps.gov/common/uploads/cropped_image/6B6FAFD1-F7FA-BE0F-3E8B30547495C1C8.jpg","Thing To Do"
"dewa","Hike the Cliff Trail","1-4 Hours","The Cliff Trial along the Raymondskill Ridge has gorgeous scenic views and just enough elevation gain to get the heart pumping.","https://www.nps.gov/common/uploads/cropped_image/18D6553B-EA4F-9F21-9726DF52A3F9B838.jpg","Thing To Do"
"dewa","Millbrook Village","","Take a walk around Millbrook Village.","https://www.nps.gov/common/uploads/cropped_image/4534E9D3-F0C1-971D-28A74552520DB59F.jpg","Thing To Do"
"dewa","Snowshoe and Cross-country Ski on the McDade Trail","","Snowshoeing and cross-country skiing on the McDade Recreational Trail.","https://www.nps.gov/common/uploads/cropped_image/4E45E42B-E05F-8C61-C46877B7928C67A5.jpg","Thing To Do"
"dino","Fossil Discovery Trail: A Journey Through Time","30","Hike through millions of years of geologic time on the Fossil Discovery Trail. Each rocker layer shows evidence of former ecosystems and extinct plant and animals that lived in landscapes quite different from what we see today. Long ago, dynamic forces pushed and tilted these layers upward. Then erosion exposed the layers as colorful mounds and ridges, full of signs of ancient life.","https://www.nps.gov/common/uploads/tours/2D8B2785-0322-1667-C1E842993E0F4D61.jpg","Tour"
"dino","Harpers Corner Driving Tour","60","Despite the name, there is more to the monument than dinosaurs. The Harpers Corner Road will introduce you to an area that features rolling sagebrush covered slopes and the canyon country of the Green and Yampa rivers.","https://www.nps.gov/common/uploads/tours/7512EECF-AA63-18DA-09A42A13FDCC8313.jpg","Tour"
"dino","Harpers Corner Trail: Tour of the Canyons","30","Welcome to the Canyon Country of Dinosaur National Monument. This guide is numbered to the points of interest along the Harpers Corner Trail, which leads to sweeping views of the canyons.","https://www.nps.gov/common/uploads/tours/7B38F7C4-DCD5-F1A0-EB797BBD093E1C62.jpg","Tour"
"dino","Passage to the Gates of Lodore","45","Gates of Lodore is located on the northern tip of Dinosaur National Monument. It is a long drive to the area and the wild, remote country adds to its sense of isolation. Here, the Green River, after winding across the broad valley known as Browns Park, turns toward the south and makes a direct path into the mountains in front of it. The Green enters into deep canyons filled with rapids that challenged Major John Wesley Powell who passed through here in 1869 on his voyage down the Green and Colorado Rivers.","https://www.nps.gov/common/uploads/tours/18132973-0F2A-E42E-793A10EDF3D65B6E.jpg","Tour"
"edis","Glenmont Grounds Self-Guided Tour","20","Using your cell phone, explore the grounds of Thomas Edison's Estate, Glenmont. Learn about the home he shared with his second Wife, Mina Miller Edison, as well as with their children, Madeline, Charles and Theodore.","https://www.nps.gov/common/uploads/tours/6D1099D7-AD4B-156E-E5C57DA15DE5DF8D.jpg","Tour"
"edis","Laboratory Courtyard Self-Guided Tour","2","Using your own cell phone, dial into a tour of the Laboratory Courtyard. Learn how the different buildings were used by Thomas Edison and his Company. Explore stories about the people who worked at the laboratory. You can listen to one stop or all of the stops.","https://www.nps.gov/common/uploads/tours/6CB2D95C-DBE2-51DF-C8BB866F9968EB31.jpg","Tour"
"eise","Eisenhower Farm Walking Tour","45","In 1950—after 34 years of marriage and dozens of moves—the Eisenhowers finally found a place they could call home. Gettysburg, Pennsylvania, had loomed large in the life of Dwight and Mamie Eisenhower for decades. We invite you to explore the only property that they ever owned in their long and eventful lives together.  This 10-stop walking tour will guide you through the Eisenhower farm and some of Eisenhower's favorite locations on the property.","https://www.nps.gov/common/uploads/tours/97CC2703-02B1-5BE0-B0B991261944BEC0.jpg","Tour"
"eise","See the Angus Show Cattle","10-60 Minutes","A black Angus cattle herd still pasture in the fields once grazed by Eisenhower's own show herd. Visitors to the Eisenhower farm were often treated to a farm tour complete with Eisenhower showing off his pride and joy, the show cattle and show barn.","https://www.nps.gov/common/uploads/cropped_image/9A996D13-E6E6-D89A-01584C25E303039A.jpg","Thing To Do"
"eise","World War I Weekend at Eisenhower National Historic Site","","Join Eisenhower National Historic Site and our living history partners as we commemorate the events of World War I and explore how that conflict shaped the United States and its future leaders like Dwight D. Eisenhower. This event will feature several living history displays, exhibits, and free tours of the Eisenhower home.","https://www.nps.gov/common/uploads/cropped_image/BB50F96F-9904-5969-4FF19D75A4587CF5.jpg","Thing To Do"
"elca","Martineztown Walking Tour","30","Follow the stops to learn more about Martineztown and El Camino Real de Tierra Adentro. While you are here, please be aware of your surroundings. You are in a thriving and lively community which includes Longfellow Elementary School. Please be respectful of others while visiting the park. Look out for the steep drop-offs on the High Road Walkway. This walking tour follows accessible sidewalks and ramps. Please use caution when crossing the street to access the acequia.","https://www.nps.gov/common/uploads/tours/301590DF-94AC-1066-9A3EFAA1A39AE8EA.jpg","Tour"
"elma","El Calderon Self Guided Hike","2","Enjoy this approximately 3 mile long self guided tour along the El Calderon Trail in El Malpais National Monument. This moderately difficult trail follows a gravel and dirt path up to the top of a cinder cone volcano (approximately 200 feet elevation gain). Enjoy views of lava tube caves and trenches, cinder cone volcanoes, and mixed ponderosa forests.","https://www.nps.gov/common/uploads/tours/3C81553B-D306-5AEF-70A82F437221178B.jpg","Tour"
"elma","Lava Falls Self Guided Hike","30","Explore a one-mile loop on the youngest lava flow in the region with nine interpretive stops along the way.","https://www.nps.gov/common/uploads/tours/68F676FF-C7DF-9038-9B516A7EC7F5E6D7.jpg","Tour"
"elro","Eleanor's Walk","40","This self-guided audio tour of Val-Kill is part of the Hyde Park Explorer Series. Walk the grounds and hear the stories of this place. Wife, mother, grandmother; Hyde Park neighbor, activist, and diplomat—get to know Eleanor Roosevelt as you hike the paths she walked daily for recreation and contemplation. See the historic buildings that hosted family gatherings as well as powerful dialog among national leaders. Explore the woodland trails that inspired many of Eleanor’s famous My Day columns.","https://www.nps.gov/common/uploads/tours/AE8D00E1-A444-3996-BEE46845ECFFEA6C.jpg","Tour"
"ever","Main Park Road Self Guided Tour","4","The Main Park Road is a great way to see many of the park's features. Whether you have a couple of hours or a couple of days, the stops along the road highlight the habitats and biodiversity for which the park is famous. The 38 mile (61 km) road begins at the Ernest Coe Visitor Center in Homestead and dead-ends at Flamingo. Because of this, please be mindful of your time constraints and consider visiting some of the spots on your way back out of the park.","https://www.nps.gov/common/uploads/tours/53C4115D-956E-16E6-5A119995F56B48AD.jpg","Tour"
"ever","Meet Everglades!","40","This tour will be your guide - not to replace a ranger presentation which will go more in depth to the stories of the Everglades and Everglades National Park - but to offer you an opportunity to meet the Everglades and understand a portion of what makes this place so special.","https://www.nps.gov/common/uploads/tours/58D92D78-A401-2B0B-6CB6002DD2E026EA.jpg","Tour"
"ever","Ten Thousand Islands Boat Tour","90 Minutes","Experience the natural beauty of Everglades National Park's Ten Thousand Islands with a boat tour on Chokoloskee Bay. ","https://www.nps.gov/common/uploads/cropped_image/D00B4191-9E94-0397-9BBE0A1ED5F284B3.jpg","Thing To Do"
"feha","Alexander Hamilton and the American Revolution","45","This walking tour of Lower Manhattan, which is part of a commemoration of America's 250th anniversary, explores sites relevant to Alexander Hamilton's life before, during, and after the American Revolution.","https://www.nps.gov/common/uploads/tours/31FE3A3F-C589-9E52-F433EA7D3D41DBCE.jpg","Tour"
"feha","Federal Hall National Memorial Exterior walking tour","1","There are many places to visit around Federal Hall National Memorial, come and explore them all!","https://www.nps.gov/common/uploads/tours/E09C547E-9447-6349-411F6CF907E29E64.jpg","Tour"
"fiis","Burma Trail","","Burma Trail is a seven-mile-long footpath that spans the Otis Pike Fire Island High Dune Wilderness Area from Watch Hill to Smith Point and allows access to Fire Island's Wilderness for hikers, photographers, birders, campers, anglers, hunters, and others.","https://www.nps.gov/common/uploads/cropped_image/E74733B7-0C01-2FC1-D4128617F31D4EF6.jpg","Thing To Do"
"flni","Flight 93 Site Tour","30","The site tour consists of 7 locations throughout Flight 93 National Memorial. The Visitor Center is located 2.5 miles from the entrance of the Memorial. The entrance is located at: 6424 Lincoln Highway Stoystown, PA 15563 If walking the trails, make sure you plan ahead; take water and be prepared for the weather. The total hike is 2.2 miles and takes approximately 1 hour. You can also drive. Pets are permitted on the trails but not on the hard surface at the Memorial Plaza or inside the Visitor Center.","https://www.nps.gov/common/uploads/tours/A1B6BCE0-BBE1-0DF2-46FBB10F4BBFC006.jpg","Tour"
"fodo","Fort Donelson NB Auto Tour","30","The self-guided auto tour consists of 11 stops along six miles of park roads, including the city of Dover, Tennessee. https://www.facebook.com/fortdonelsonnps","https://www.nps.gov/common/uploads/tours/23116EFC-CBFE-4E2F-1D09213D0ED13968.jpg","Tour"
"fodo","Quilt Tour","30","This self-guided auto tour features hand-painted quilt blocks, created by a group of volunteers from Stewart County, Tennessee. There are four different auto tours and one walking tour, the Mourner's Walk. Pick up your maps at the park Visitor Center.","https://www.nps.gov/common/uploads/tours/F7D366A2-C979-1842-ECAA3FE4EDFE4F5D.jpg","Tour"
"fodu","Collect all the National Capital Parks - East Passport Stamps","5-10 Minutes","Start your stamp collection and celebrate every park you visit! Explore historic sites and scenic parks managed by National Capital Parks - East and collect a unique stamp at each one.","https://www.nps.gov/common/uploads/cropped_image/08672F5E-F2EA-FB1F-D554059B400A0EDD.jpg","Thing To Do"
"fodu","Junior Ranger Programs at National Capital Parks - East","30-90 Minutes","Become a Junior Ranger at parks across National Capital Parks – East! Explore, complete a booklet, and earn badges and certificates along the way!","https://www.nps.gov/common/uploads/cropped_image/DC76130F-EB19-5594-520EFD2DE76D1D8E.jpg","Thing To Do"
"fofo","Collect all the National Capital Parks - East Passport Stamps","5-10 Minutes","Start your stamp collection and celebrate every park you visit! Explore historic sites and scenic parks managed by National Capital Parks - East and collect a unique stamp at each one.","https://www.nps.gov/common/uploads/cropped_image/08672F5E-F2EA-FB1F-D554059B400A0EDD.jpg","Thing To Do"
"fofo","Junior Ranger Programs at National Capital Parks - East","30-90 Minutes","Become a Junior Ranger at parks across National Capital Parks – East! Explore, complete a booklet, and earn badges and certificates along the way!","https://www.nps.gov/common/uploads/cropped_image/DC76130F-EB19-5594-520EFD2DE76D1D8E.jpg","Thing To Do"
"fofr","Fort Frederica Self-Guided Tour","1","Explore Fort Frederica at your own pace with the self-guided tour. Stops include excavated settlers' plots and remnants of the British barracks and fort. Tune into the audio provided for more context at each stop.","https://www.nps.gov/common/uploads/tours/06D3AD15-C58C-5FD3-628FBA86B12F7FA6.jpg","Tour"
"fola","Fort Laramie Self-Guided Walking Tour","62","Explore Fort Laramie National Historic Site by foot and learn about the history of the park.","https://www.nps.gov/common/uploads/tours/D9080D4D-EDF4-D042-FEBC989F985B16D3.jpg","Tour"
"fols","Historic Sandstone Buildings","45","Fort Larned is one of the most complete Indian Wars Era forts along the Santa Fe Trail. The nine original (and one restored) sandstone block buildings represent a perfect opportunity to see what Army life was like in the mid-1800's.","https://www.nps.gov/common/uploads/tours/3BA40D89-B5D7-032D-45208F41877514CE.jpg","Tour"
"fols","History & Nature Trail","30","This History & Nature Trail is a 3/4 mile loop, half on a mowed path, and half on gravel road. The path explores the prairie landscape that surrounded the fort, as well as buildings and areas of fort operation no longer standing. There is no significant elevation change along the trail. The entire trail may be completed at a leisurely pace in about half an hour. The trail begins on the mowed path between the Hospital and Shops building. Look for marker #1 to begin the trail.","https://www.nps.gov/common/uploads/tours/B3309AB4-A35D-8BCC-E5474C416933510D.jpg","Tour"
"foma","Archive Photos Tour of Fort Matanzas","15","This virtual tour uses historic archive photos of Fort Matanzas as it takes you through various features of the historic watchtower.","https://www.nps.gov/common/uploads/tours/F0574DA2-AA8B-9835-2A513890CE196B8A.jpg","Tour"
"foma","Free Boat Tour to Fort Matanzas","1","The National Park Service operates a Free Ferry Service to Fort Matanzas. Check the ferry status before your visit by calling us at (904) 471-0116. Coastal Florida was a major field of conflict as European nations fought for control in the New World. As part of this struggle, Fort Matanzas guarded St. Augustine’s southern river approach. Fort Matanzas is the only example of a Spanish fortified watchtower in the continental United States.","https://www.nps.gov/common/uploads/tours/7DB1011D-ACAF-7B36-ACF411EC3B84FD56.jpg","Tour"
"fomc","""Bombs Bursting in Air"" War of 1812 and the Star-Spangled Banner","45","Learn how the bombardment of Fort McHenry in September of 1814 inspired Francis Scott Key to write the Star-Spangled Banner, today's National Anthem, making Baltimore and Fort McHenry the original ""Home of the Brave.""","https://www.nps.gov/common/uploads/tours/952DA944-A26F-FE8A-7998B0A616F57A08.jpg","Tour"
"fomc","""The American Bastille"" The Civil War at Fort McHenry","45","Fort McHenry served three major roles during the American Civil War: an active garrison, a hospital, and a prison. Learn the many stories that happened at Fort McHenry during the most devastating war in American history.","https://www.nps.gov/common/uploads/tours/B7060DE8-0738-B03F-CE56EF234245CEDF.jpg","Tour"
"fomc","Battle of Baltimore","45-60 Minutes","This 45–60-minute, ranger-led walk guides visitors from the Chesapeake Map to the Historic Star Fort. Along the way, visitors will hear about how the fort withstood a 25-hour storm of rockets and exploding shells, blocking the British fleet from entering Baltimore Harbor. This defiant stand, witnessed by lawyer Francis Scott Key, inspired the verses that became “The Star-Spangled Banner"".","https://www.nps.gov/common/uploads/cropped_image/6EB08061-F393-EC9A-1B4BF83B892425D5.jpg","Thing To Do"
"fomc","Fife and Drum Music Demonstration","10-15 Minutes","Music played an important role in the daily lives of soldiers garrisoned at Fort McHenry. A soldier's entire day would revolve around the sounds of fifes and drums. Join living historians in the famous ""Fort McHenry Guard Fife and Drum Corps"" as they play period music and give a history of music's role at Fort McHenry.","https://www.nps.gov/common/uploads/cropped_image/D4804C8C-CFF2-F1C9-3AA5879FAA027431.jpg","Thing To Do"
"fomc","Fort McHenry Movie","12-12 Minutes","Fort McHenry's introductory film is one of the most popular activities at the park.","https://www.nps.gov/common/uploads/cropped_image/852616C1-D724-D3C8-857B49D516A21D4F.jpg","Thing To Do"
